ReceTime(s)	Throughput Rate(Mbps)
1556527290.375825	0
1556527290.377189	4.673323
1556527290.378921	51.023813
1556527290.379921	0
1556527290.381758	19.470544
1556527290.382758	0
1556527290.383758	0
1556527290.384758	0
1556527290.385758	0
1556527290.386758	0
1556527290.388339	6.714632
1556527290.389725	31.884397
1556527290.390725	0
1556527290.391725	0
1556527290.392725	0
1556527290.394463	16.321240
1556527290.395463	0
1556527290.396463	0
1556527290.397512	7.246794
1556527290.398636	137.583033
1556527290.399672	106.642117
1556527290.400687	174.154569
1556527290.402502	58.779456
1556527290.403502	0
1556527290.404502	0
1556527290.406178	13.050720
1556527290.407501	125.255001
1556527290.408712	136.845836
1556527290.409877	132.740741
1556527290.410937	125.063428
1556527290.411937	0
1556527290.413494	30.242611
1556527290.414494	0
1556527290.415494	0
1556527290.416494	0
1556527290.417772	7.747199
1556527290.418772	0
1556527290.419772	0
1556527290.420772	0
1556527290.422642	13.610888
1556527290.423642	0
1556527290.424642	0
1556527290.425767	10.605631
1556527290.426767	0
1556527290.427767	0
1556527290.428767	0
1556527290.429915	13.316473
1556527290.430915	0
1556527290.431915	0
1556527290.432915	0
1556527290.434236	10.226440
1556527290.435236	0
1556527290.436236	0
1556527290.437236	0
1556527290.438854	2.392276
1556527290.439854	0
1556527290.441529	4.129768
1556527290.442529	0
1556527290.443529	0
1556527290.444529	0
1556527290.445529	0
1556527290.446877	2.065713
1556527290.447877	0
1556527290.448877	0
1556527290.450152	3.373326
1556527290.451152	0
1556527290.452152	0
1556527290.453898	8.847251
1556527290.455225	141.522098
1556527290.456396	141.498371
1556527290.457982	111.451594
1556527290.458982	0
1556527290.460457	65.424140
1556527290.461552	23.637631
1556527290.462740	130.183424
1556527290.463740	0
1556527290.464740	0
1556527290.466019	13.476623
1556527290.467019	0
1556527290.468019	0
1556527290.469665	3.029883
1556527290.470665	0
1556527290.471665	0
1556527290.472665	0
1556527290.474036	7.582392
1556527290.475460	162.909091
1556527290.476676	172.624314
1556527290.478033	122.108222
1556527290.479033	0
1556527290.480033	0
1556527290.481488	3.197571
1556527290.482488	0
1556527290.483488	0
1556527290.484488	0
1556527290.485715	15.681426
1556527290.486715	0
1556527290.488241	43.733837
1556527290.489712	22.529660
1556527290.490712	0
1556527290.491712	0
1556527290.493170	3.194705
1556527290.494170	0
1556527290.495170	0
1556527290.496170	0
1556527290.498001	4.573459
1556527290.499001	0
1556527290.500001	0
1556527290.501986	8.316860
1556527290.503832	11.968488
1556527290.504832	0
1556527290.505850	16.423440
1556527290.506850	0
1556527290.507850	0
1556527290.509791	11.213262
1556527290.510826	160.073699
1556527290.511864	149.024581
1556527290.512900	149.264611
1556527290.514002	110.276071
1556527290.515236	140.194010
1556527290.516236	0
1556527290.517635	52.227765
1556527290.518635	0
1556527290.519635	0
1556527290.520635	0
1556527290.521635	0
1556527290.523460	1.896607
1556527290.524460	0
1556527290.525690	4.953603
1556527290.526755	176.340273
1556527290.527852	140.991958
1556527290.529141	137.139475
1556527290.530141	0
1556527290.531141	0
1556527290.532141	0
1556527290.533629	36.923077
1556527290.535057	7.735559
1556527290.536057	0
1556527290.537482	4.555698
1556527290.538482	0
1556527290.540100	25.317913
1556527290.541769	19.858286
1556527290.542998	26.965664
1556527290.543998	0
1556527290.544998	0
1556527290.545998	0
1556527290.546998	0
1556527290.548687	9.709568
1556527290.550386	19.507157
1556527290.551386	0
1556527290.552386	0
1556527290.553777	9.773466
1556527290.554777	0
1556527290.555777	0
1556527290.557464	2.996379
1556527290.558464	0
1556527290.559464	0
1556527290.560464	0
1556527290.561951	17.234431
1556527290.562951	0
1556527290.563951	0
1556527290.565770	14.463728
1556527290.566770	0
1556527290.567770	0
1556527290.568770	0
1556527290.570202	17.447660
1556527290.571477	164.650084
1556527290.572477	150.853874
1556527290.573544	169.217430
1556527290.574760	124.084706
1556527290.575986	165.289771
1556527290.577786	65.407152
1556527290.578786	0
1556527290.579786	0
1556527290.580786	0
1556527290.582003	11.375848
1556527290.583003	0
1556527290.584003	0
1556527290.585003	0
1556527290.586003	0
1556527290.587003	0
1556527290.588003	0
1556527290.589421	5.957124
1556527290.590522	80.270247
1556527290.591522	0
1556527290.592522	0
1556527290.593788	10.148051
1556527290.594834	168.955333
1556527290.595996	142.630823
1556527290.597004	153.430464
1556527290.598004	0
1556527290.599004	0
1556527290.600004	0
1556527290.601761	27.867088
1556527290.602761	0
1556527290.603761	0
1556527290.605312	6.222103
1556527290.606312	0
1556527290.607312	0
1556527290.608312	0
1556527290.609926	14.366267
1556527290.610926	0
1556527290.611926	0
1556527290.613488	3.101473
1556527290.614488	0
1556527290.615488	0
1556527290.616488	0
1556527290.618006	9.780686
1556527290.619006	0
1556527290.620006	0
1556527290.621480	15.900075
1556527290.622574	141.360645
1556527290.623868	145.146858
1556527290.625109	157.190394
1556527290.626197	125.307625
1556527290.627271	144.028419
1556527290.628506	161.013127
1556527290.630420	17.315396
1556527290.631420	0
1556527290.632420	0
1556527290.633980	9.309403
1556527290.634980	0
1556527290.635980	0
1556527290.636980	0
1556527290.638398	2.500594
1556527290.639398	0
1556527290.640398	0
1556527290.641398	0
1556527290.642398	0
1556527290.643398	0
1556527290.644397	0
1556527290.645397	0
1556527290.646397	0
1556527290.647494	8.085553
1556527290.648494	0
1556527290.649608	54.052786
1556527290.650608	0
1556527290.651608	0
1556527290.652608	0
1556527290.654033	19.972414
1556527290.655046	159.841845
1556527290.656288	136.477635
1556527290.657293	186.838710
1556527290.658510	51.360502
1556527290.659510	0
1556527290.660510	0
1556527290.661720	35.593583
1556527290.662720	0
1556527290.664136	4.572782
1556527290.665974	18.031911
1556527290.666974	0
1556527290.667974	0
1556527290.669588	6.113332
1556527290.670588	0
1556527290.671588	0
1556527290.672588	0
1556527290.674399	22.177024
1556527290.675399	0
1556527290.676399	0
1556527290.677688	14.586154
1556527290.678705	141.202063
1556527290.679705	0
1556527290.680705	0
1556527290.681764	10.834606
1556527290.682773	164.195606
1556527290.684207	143.749917
1556527290.685292	156.210064
1556527290.686292	0
1556527290.687292	0
1556527290.688292	0
1556527290.689693	20.081695
1556527290.691525	24.120770
1556527290.692525	0
1556527290.693800	14.568015
1556527290.694800	0
1556527290.695800	0
1556527290.696800	0
1556527290.697894	2.698346
1556527290.698894	0
1556527290.699894	0
1556527290.701715	11.565207
1556527290.702715	0
1556527290.703715	0
1556527290.704715	0
1556527290.705715	0
1556527290.706715	0
1556527290.708047	5.234129
1556527290.709652	41.297683
1556527290.710653	132.420100
1556527290.711946	145.253918
1556527290.712961	163.269908
1556527290.714171	109.562956
1556527290.715467	68.191317
1556527290.716956	7.419696
1556527290.718647	6.532638
1556527290.719647	0
1556527290.720647	0
1556527290.722547	2.832620
1556527290.723547	0
1556527290.724547	0
1556527290.725547	0
1556527290.726547	0
1556527290.727547	0
1556527290.728547	0
1556527290.729547	0
1556527290.730546	0
1556527290.731546	0
1556527290.733150	1.041914
1556527290.734469	8.375994
1556527290.735469	0
1556527290.736469	0
1556527290.737848	13.077260
1556527290.738889	180.419606
1556527290.739969	122.744371
1556527290.741397	159.823677
1556527290.742459	104.008979
1556527290.743459	0
1556527290.745443	12.374561
1556527290.746443	0
1556527290.747443	0
1556527290.748653	20.650375
1556527290.749803	9.605307
1556527290.750912	139.476242
1556527290.751937	172.453129
1556527290.752950	152.672158
1556527290.754021	144.413179
1556527290.755021	0
1556527290.756021	0
1556527290.757021	0
1556527290.758021	0
1556527290.759021	0
1556527290.760020	0
1556527290.761474	5.929111
1556527290.763471	5.531996
1556527290.764471	0
1556527290.765471	0
1556527290.766471	0
1556527290.767507	2.737078
1556527290.768507	0
1556527290.769775	4.871320
1556527290.770775	0
1556527290.771775	0
1556527290.772775	0
1556527290.773775	0
1556527290.774775	0
1556527290.776213	1.715957
1556527290.777716	22.050761
1556527290.779000	134.701820
1556527290.780232	152.450552
1556527290.781718	136.358094
1556527290.782718	0
1556527290.783718	0
1556527290.785498	23.381355
1556527290.787209	19.368538
1556527290.788209	0
1556527290.790070	15.445333
1556527290.791070	0
1556527290.792070	0
1556527290.793070	0
1556527290.794070	0
1556527290.795070	0
1556527290.796070	0
1556527290.797447	20.965838
1556527290.798781	124.225201
1556527290.800029	159.321490
1556527290.801256	135.064127
1556527290.802354	160.958749
1556527290.803354	0
1556527290.804354	0
1556527290.805947	9.224154
1556527290.806947	0
1556527290.807947	0
1556527290.809774	14.433992
1556527290.811629	29.775093
1556527290.812629	0
1556527290.814497	11.556073
1556527290.815497	0
1556527290.816497	0
1556527290.817571	7.187776
1556527290.818571	0
1556527290.819571	0
1556527290.820571	0
1556527290.821944	10.104896
1556527290.822944	0
1556527290.823944	0
1556527290.825850	33.939572
1556527290.826850	0
1556527290.827850	0
1556527290.829441	9.229053
1556527290.830469	193.469729
1556527290.831661	135.833600
1556527290.832716	139.715254
1556527290.833801	122.177983
1556527290.834801	0
1556527290.835801	0
1556527290.837461	15.092176
1556527290.838461	0
1556527290.839461	0
1556527290.840461	0
1556527290.841896	29.890979
1556527290.842896	0
1556527290.843896	0
1556527290.845575	6.005573
1556527290.847548	89.592266
1556527290.848548	0
1556527290.849960	13.740042
1556527290.850960	0
1556527290.851960	0
1556527290.853469	17.812326
1556527290.854469	0
1556527290.855503	18.152836
1556527290.856503	0
1556527290.857812	4.784800
1556527290.859138	58.315714
1556527290.860138	0
1556527290.861847	12.234466
1556527290.862847	165.682956
1556527290.864085	151.716487
1556527290.865106	126.117208
1556527290.866150	162.382823
1556527290.867150	0
1556527290.868150	0
1556527290.869838	11.981641
1556527290.870838	0
1556527290.871838	0
1556527290.872838	0
1556527290.874041	18.398775
1556527290.875066	43.113282
1556527290.876066	0
1556527290.877491	4.555698
1556527290.878857	24.263920
1556527290.879857	0
1556527290.880857	0
1556527290.881857	0
1556527290.882857	0
1556527290.883857	0
1556527290.885185	3.491523
1556527290.886374	102.204933
1556527290.887374	0
1556527290.888374	0
1556527290.889374	0
1556527290.890407	10.956727
1556527290.891407	0
1556527290.892407	0
1556527290.893915	9.447971
1556527290.894915	0
1556527290.895915	0
1556527290.897712	11.637825
1556527290.898715	165.210364
1556527290.900091	128.465777
1556527290.901392	152.840022
1556527290.902587	157.165204
1556527290.903587	0
1556527290.904844	68.522658
1556527290.905976	39.036226
1556527290.906976	0
1556527290.907976	0
1556527290.909733	2.940475
1556527290.910733	0
1556527290.911733	0
1556527290.912733	0
1556527290.913733	0
1556527290.914733	0
1556527290.915733	0
1556527290.917569	9.868922
1556527290.918676	99.797545
1556527290.919676	0
1556527290.921482	7.873577
1556527290.922482	0
1556527290.923482	0
1556527290.924482	0
1556527290.925870	7.553141
1556527290.926934	145.351557
1556527290.928121	120.981723
1556527290.929155	181.626009
1556527290.930293	132.585795
1556527290.931293	0
1556527290.932293	0
1556527290.933439	36.319212
1556527290.934439	0
1556527290.935439	0
1556527290.936439	0
1556527290.937559	13.407407
1556527290.938559	0
1556527290.939559	0
1556527290.940559	0
1556527290.942235	14.175088
1556527290.944156	17.253072
1556527290.945826	26.458815
1556527290.946826	0
1556527290.947826	0
1556527290.949742	11.284262
1556527290.950742	0
1556527290.951742	0
1556527290.952742	0
1556527290.953973	13.055336
1556527290.955007	160.258243
1556527290.956396	127.253004
1556527290.957485	172.479089
1556527290.958485	0
1556527290.959485	0
1556527290.960485	0
1556527290.961829	2.543139
1556527290.962829	0
1556527290.963829	0
1556527290.964829	0
1556527290.965829	0
1556527290.966829	0
1556527290.967829	0
1556527290.968828	0
1556527290.969940	4.086067
1556527290.971206	157.071186
1556527290.972278	154.556371
1556527290.973485	146.459107
1556527290.974485	0
1556527290.975485	0
1556527290.976485	0
1556527290.977764	43.891012
1556527290.979023	17.548192
1556527290.980023	0
1556527290.981023	0
1556527290.982055	14.574507
1556527290.983055	0
1556527290.984055	0
1556527290.985512	18.078897
1556527290.986512	0
1556527290.987512	0
1556527290.988512	0
1556527290.989512	0
1556527290.990512	0
1556527290.991512	0
1556527290.993471	8.803786
1556527290.994471	0
1556527290.996363	22.919703
1556527290.997768	23.588665
1556527290.998768	0
1556527290.999768	0
1556527291.000768	0
1556527291.002003	23.477115
1556527291.003003	0
1556527291.004003	0
1556527291.005943	15.862520
1556527291.006958	145.229035
1556527291.008191	140.275329
1556527291.009217	186.749710
1556527291.010320	100.164289
1556527291.011487	119.815322
1556527291.012487	0
1556527291.013814	58.596721
1556527291.014814	0
1556527291.015814	0
1556527291.017728	14.112201
1556527291.019608	5.876474
1556527291.020608	0
1556527291.021948	14.162812
1556527291.022948	0
1556527291.023948	0
1556527291.025535	9.239482
1556527291.026562	150.616206
1556527291.027661	140.716703
1556527291.028908	138.719694
1556527291.030121	139.723270
1556527291.031453	49.770140
1556527291.032453	0
1556527291.033492	5.417514
1556527291.035099	82.497329
1556527291.036099	0
1556527291.037099	0
1556527291.038099	0
1556527291.039099	0
1556527291.040099	0
1556527291.041099	0
1556527291.042099	0
1556527291.044012	3.718382
1556527291.045762	18.938420
1556527291.047519	25.151852
1556527291.048519	0
1556527291.050214	4.099080
1556527291.051214	0
1556527291.052214	0
1556527291.053782	12.385165
1556527291.054782	0
1556527291.055782	0
1556527291.056782	0
1556527291.057782	0
1556527291.058782	0
1556527291.059782	0
1556527291.061466	7.188557
1556527291.062729	122.466302
1556527291.063812	122.393132
1556527291.064852	148.717102
1556527291.066029	168.938222
1556527291.067049	140.805984
1556527291.068390	156.540541
1556527291.069390	0
1556527291.070390	0
1556527291.071390	0
1556527291.072390	0
1556527291.073461	6.535402
1556527291.074461	0
1556527291.075461	0
1556527291.076687	6.848866
1556527291.077687	0
1556527291.078687	0
1556527291.079687	0
1556527291.081621	4.478206
1556527291.082621	0
1556527291.083621	0
1556527291.085507	36.957359
1556527291.086507	0
1556527291.087507	0
1556527291.088507	0
1556527291.090011	7.358425
1556527291.091083	144.252613
1556527291.092146	176.696276
1556527291.093434	134.277994
1556527291.094434	0
1556527291.095434	0
1556527291.096434	0
1556527291.097481	33.692942
1556527291.098481	0
1556527291.099481	0
1556527291.100481	0
1556527291.101735	5.193745
1556527291.102735	0
1556527291.103735	0
1556527291.104735	0
1556527291.105982	2.601246
1556527291.106982	0
1556527291.107982	0
1556527291.108982	0
1556527291.109982	0
1556527291.110982	0
1556527291.111982	0
1556527291.113200	1.530554
1556527291.114245	116.289300
1556527291.115291	137.276208
1556527291.116577	146.061932
1556527291.117577	176.728486
1556527291.118609	128.473198
1556527291.119609	0
1556527291.120609	0
1556527291.121609	0
1556527291.123582	11.107489
1556527291.124582	0
1556527291.125582	0
1556527291.126582	0
1556527291.127582	0
1556527291.128878	6.257675
1556527291.130084	27.482800
1556527291.131084	0
1556527291.132084	0
1556527291.133338	10.185229
1556527291.134338	0
1556527291.136146	11.802343
1556527291.137758	20.560272
1556527291.139053	153.543446
1556527291.140107	136.282353
1556527291.141164	146.302210
1556527291.142501	137.631954
1556527291.144448	24.640705
1556527291.145785	33.049929
1556527291.146785	0
1556527291.147785	0
1556527291.148785	0
1556527291.149830	13.655546
1556527291.150830	0
1556527291.151830	0
1556527291.153824	30.425979
1556527291.154824	0
1556527291.155824	0
1556527291.156824	0
1556527291.157937	15.195873
1556527291.158937	0
1556527291.159937	0
1556527291.161689	12.786173
1556527291.163474	30.944303
1556527291.164474	0
1556527291.165969	17.712538
1556527291.166969	0
1556527291.167969	0
1556527291.169933	18.552956
1556527291.170945	134.755891
1556527291.172146	162.400953
1556527291.173331	161.686922
1556527291.174537	88.471333
1556527291.175537	0
1556527291.176537	0
1556527291.177537	0
1556527291.178537	0
1556527291.179537	0
1556527291.181437	16.558930
1556527291.182437	0
1556527291.183437	0
1556527291.184437	0
1556527291.185449	8.261009
1556527291.186761	42.100672
1556527291.187761	0
1556527291.188761	0
1556527291.189841	10.759966
1556527291.190841	0
1556527291.191841	0
1556527291.192841	0
1556527291.193960	23.220190
1556527291.194960	0
1556527291.196126	37.448982
1556527291.197126	0
1556527291.198126	0
1556527291.199126	0
1556527291.200126	0
1556527291.201455	6.219041
1556527291.202583	156.705982
1556527291.203776	129.663002
1556527291.204818	159.011668
1556527291.205832	163.423466
1556527291.206832	0
1556527291.207832	0
1556527291.208832	0
1556527291.210231	41.831879
1556527291.211231	0
1556527291.212231	0
1556527291.213465	8.002359
1556527291.214465	0
1556527291.215465	0
1556527291.216465	0
1556527291.217465	0
1556527291.219461	11.054754
1556527291.220461	0
1556527291.221837	4.649408
1556527291.222837	0
1556527291.223837	0
1556527291.225595	23.517828
1556527291.226666	144.413179
1556527291.227965	144.560837
1556527291.229201	166.765432
1556527291.230255	118.906787
1556527291.231290	124.403501
1556527291.232290	0
1556527291.233648	43.771082
1556527291.234648	0
1556527291.235648	0
1556527291.237475	2.886798
1556527291.238475	0
1556527291.239475	0
1556527291.240475	0
1556527291.241797	7.668138
1556527291.242860	10.391568
1556527291.243860	0
1556527291.245766	11.405317
1556527291.246766	0
1556527291.247766	0
1556527291.248766	0
1556527291.249766	0
1556527291.250973	22.610989
1556527291.251973	0
1556527291.253718	5.403283
1556527291.254718	0
1556527291.255718	0
1556527291.257578	11.448054
1556527291.258869	74.081625
1556527291.259869	0
1556527291.260869	0
1556527291.261893	15.863765
1556527291.262948	188.485424
1556527291.264176	134.959223
1556527291.265241	145.221401
1556527291.266365	124.389396
1556527291.267719	68.068322
1556527291.269535	6.083235
1556527291.270535	0
1556527291.271535	0
1556527291.272535	0
1556527291.273728	13.174116
1556527291.274728	0
1556527291.275728	0
1556527291.276728	0
1556527291.277847	5.363894
1556527291.278847	0
1556527291.279847	0
1556527291.281708	37.196987
1556527291.282708	0
1556527291.283708	0
1556527291.285079	55.712002
1556527291.286079	0
1556527291.287079	0
1556527291.288079	0
1556527291.289079	0
1556527291.290079	0
1556527291.291894	3.242093
1556527291.293489	6.926158
1556527291.294635	144.589141
1556527291.295832	156.914741
1556527291.296859	150.581244
1556527291.297885	150.756217
1556527291.299529	53.754060
1556527291.300529	0
1556527291.302174	12.530016
1556527291.303174	0
1556527291.305126	7.485017
1556527291.306126	0
1556527291.307126	0
1556527291.308126	0
1556527291.309126	0
1556527291.310126	0
1556527291.311575	3.426079
1556527291.312575	0
1556527291.314191	4.222729
1556527291.315191	0
1556527291.316191	0
1556527291.318060	8.566463
1556527291.319098	170.274690
1556527291.320209	129.263519
1556527291.321218	175.183365
1556527291.322566	106.538380
1556527291.323566	0
1556527291.324566	0
1556527291.325915	9.895921
1556527291.326915	0
1556527291.327915	0
1556527291.329710	11.644405
1556527291.330710	0
1556527291.331710	0
1556527291.332710	0
1556527291.333832	21.440685
1556527291.334832	0
1556527291.335832	0
1556527291.337727	25.526351
1556527291.338830	90.147860
1556527291.339830	0
1556527291.340830	0
1556527291.341845	3.664084
1556527291.342845	0
1556527291.343845	0
1556527291.344845	0
1556527291.346154	7.691473
1556527291.347461	143.690624
1556527291.348511	178.862852
1556527291.349520	153.285444
1556527291.350520	0
1556527291.351520	0
1556527291.352520	0
1556527291.353715	26.334754
1556527291.354715	0
1556527291.355715	0
1556527291.357686	16.691643
1556527291.359456	37.448276
1556527291.360456	0
1556527291.362000	13.027929
1556527291.363271	17.383605
1556527291.364271	0
1556527291.365730	13.477603
1556527291.366730	0
1556527291.367730	0
1556527291.368730	0
1556527291.369893	13.268427
1556527291.370893	0
1556527291.371893	0
1556527291.373452	12.416695
1556527291.374452	0
1556527291.375452	0
1556527291.376452	0
1556527291.377745	28.307009
1556527291.378745	0
1556527291.379745	0
1556527291.380745	0
1556527291.381840	18.884024
1556527291.383221	152.000000
1556527291.384244	172.774645
1556527291.385357	138.968295
1556527291.386437	153.430464
1556527291.387437	0
1556527291.388437	0
1556527291.389437	0
1556527291.390437	0
1556527291.391437	0
1556527291.392437	0
1556527291.393828	11.957677
1556527291.394828	0
1556527291.395828	0
1556527291.397785	36.293788
1556527291.398785	0
1556527291.399785	0
1556527291.401643	20.044000
1556527291.402643	0
1556527291.403643	0
1556527291.404643	0
1556527291.405643	0
1556527291.406643	0
1556527291.407755	5.422586
1556527291.409679	32.483767
1556527291.410679	0
1556527291.411679	0
1556527291.412679	0
1556527291.414100	20.846681
1556527291.415261	171.262423
1556527291.416371	149.278351
1556527291.417533	142.630823
1556527291.418575	159.011668
1556527291.419575	0
1556527291.420575	0
1556527291.421757	10.415705
1556527291.422757	0
1556527291.423942	45.501800
1556527291.425852	17.352141
1556527291.426852	0
1556527291.427852	0
1556527291.429486	3.040021
1556527291.430486	0
1556527291.431486	0
1556527291.432486	0
1556527291.434355	2.268926
1556527291.435355	0
1556527291.436355	0
1556527291.437506	3.506053
1556527291.438506	0
1556527291.439506	0
1556527291.440506	0
1556527291.441709	2.628396
1556527291.442849	125.992052
1556527291.444318	162.856216
1556527291.445431	152.294773
1556527291.446431	0
1556527291.447431	0
1556527291.448431	0
1556527291.449927	7.371301
1556527291.450927	0
1556527291.451927	0
1556527291.453703	8.777420
1556527291.454729	161.486989
1556527291.455832	130.213575
1556527291.456864	160.554401
1556527291.457976	109.283019
1556527291.458976	0
1556527291.459976	0
1556527291.461812	11.519920
1556527291.462812	0
1556527291.463812	0
1556527291.464812	0
1556527291.465812	0
1556527291.466812	0
1556527291.467812	0
1556527291.469491	5.754595
1556527291.470688	129.198168
1556527291.471688	0
1556527291.472688	0
1556527291.473688	0
1556527291.475457	2.316568
1556527291.476457	0
1556527291.477755	14.421413
1556527291.478755	0
1556527291.479755	0
1556527291.481443	26.960434
1556527291.483220	18.648779
1556527291.484220	0
1556527291.485220	0
1556527291.486220	0
1556527291.487466	15.610983
1556527291.488466	0
1556527291.489819	4.695106
1556527291.490819	0
1556527291.491819	0
1556527291.493726	11.310429
1556527291.495148	139.847082
1556527291.496608	163.866754
1556527291.498131	123.311209
1556527291.499292	155.524338
1556527291.500292	0
1556527291.501292	0
1556527291.502292	0
1556527291.503465	21.178541
1556527291.504465	0
1556527291.505971	8.816668
1556527291.506971	0
1556527291.507971	0
1556527291.508971	0
1556527291.509971	0
1556527291.511458	2.013383
1556527291.512458	0
1556527291.513683	4.964749
1556527291.514683	0
1556527291.515683	0
1556527291.516683	0
1556527291.517786	8.077634
1556527291.519181	142.547941
1556527291.520340	142.982925
1556527291.521729	151.112942
1556527291.522729	0
1556527291.523729	0
1556527291.525672	28.017898
1556527291.526672	0
1556527291.527672	0
1556527291.528672	0
1556527291.529954	2.579955
1556527291.530954	0
1556527291.531954	0
1556527291.532954	0
1556527291.533954	0
1556527291.535113	2.141319
1556527291.536113	0
1556527291.537899	11.896277
1556527291.538955	167.391285
1556527291.540222	130.794129
1556527291.541482	157.814191
1556527291.542482	0
1556527291.543482	0
1556527291.544482	0
1556527291.545482	0
1556527291.546482	0
1556527291.547482	0
1556527291.548705	12.235543
1556527291.549748	31.780521
1556527291.550864	158.379833
1556527291.551864	0
1556527291.553738	11.531149
1556527291.554779	159.193770
1556527291.555779	0
1556527291.556779	0
1556527291.558015	3.413836
1556527291.559015	0
1556527291.560015	0
1556527291.561923	11.307669
1556527291.562923	0
1556527291.563923	0
1556527291.565486	6.201285
1556527291.566722	143.012346
1556527291.567806	122.285463
1556527291.569032	153.191754
1556527291.570032	0
1556527291.571032	0
1556527291.572032	0
1556527291.573454	22.484715
1556527291.574454	0
1556527291.575454	0
1556527291.576454	0
1556527291.577819	10.123109
1556527291.579059	139.520000
1556527291.580059	0
1556527291.581059	0
1556527291.582104	15.754463
1556527291.583104	0
1556527291.584104	0
1556527291.585104	0
1556527291.586843	6.993409
1556527291.587843	0
1556527291.589485	8.363144
1556527291.590485	0
1556527291.591679	5.034880
1556527291.592679	0
1556527291.593993	19.097785
1556527291.594993	0
1556527291.595993	0
1556527291.597605	9.175446
1556527291.598605	0
1556527291.599605	0
1556527291.600605	0
1556527291.601909	14.521604
1556527291.603098	133.261680
1556527291.604338	166.220342
1556527291.605402	159.290164
1556527291.606459	90.492217
1556527291.607462	168.983123
1556527291.608462	0
1556527291.609694	44.544328
1556527291.610694	0
1556527291.611694	0
1556527291.612694	0
1556527291.613694	0
1556527291.614967	16.760320
1556527291.615967	0
1556527291.617531	4.308722
1556527291.618531	0
1556527291.619531	0
1556527291.620531	0
1556527291.621531	0
1556527291.622531	0
1556527291.623531	0
1556527291.625441	4.189891
1556527291.626441	0
1556527291.627613	40.690231
1556527291.628613	0
1556527291.629742	20.757532
1556527291.630920	140.667881
1556527291.632168	168.172684
1556527291.633227	156.470059
1556527291.634640	114.608167
1556527291.635640	0
1556527291.636640	0
1556527291.637640	0
1556527291.638640	0
1556527291.639640	0
1556527291.641452	20.016240
1556527291.642588	29.178841
1556527291.643588	0
1556527291.645500	11.381038
1556527291.646796	34.095659
1556527291.647796	0
1556527291.648796	0
1556527291.649796	0
1556527291.650796	0
1556527291.651796	0
1556527291.653449	1.660491
1556527291.654449	0
1556527291.655726	29.111623
1556527291.657475	12.632497
1556527291.658691	136.282353
1556527291.659929	160.610052
1556527291.661082	124.559140
1556527291.662212	133.537033
1556527291.663252	152.320880
1556527291.664252	0
1556527291.665252	0
1556527291.666252	0
1556527291.667466	36.703859
1556527291.668466	0
1556527291.669734	14.612425
1556527291.670734	0
1556527291.671734	0
1556527291.672734	0
1556527291.674002	7.765376
1556527291.675002	0
1556527291.676002	0
1556527291.677924	11.267112
1556527291.678924	0
1556527291.679924	0
1556527291.680924	0
1556527291.681924	0
1556527291.682996	10.890289
1556527291.683996	0
1556527291.685523	4.371733
1556527291.686598	130.072300
1556527291.687598	0
1556527291.688598	0
1556527291.690220	13.244866
1556527291.691533	168.280370
1556527291.692694	149.004724
1556527291.693746	115.498754
1556527291.695241	155.192344
1556527291.696241	0
1556527291.697241	0
1556527291.698357	4.759602
1556527291.699357	0
1556527291.700357	0
1556527291.701357	0
1556527291.702357	0
1556527291.704166	1.901822
1556527291.705828	19.940898
1556527291.706828	0
1556527291.707828	0
1556527291.709818	13.844039
1556527291.710979	76.116632
1556527291.711979	0
1556527291.713944	11.177871
1556527291.715203	137.380042
1556527291.716223	177.009818
1556527291.717866	107.586127
1556527291.718866	0
1556527291.719866	0
1556527291.720866	0
1556527291.722309	4.972741
1556527291.723309	0
1556527291.724309	0
1556527291.725748	3.212424
1556527291.726748	0
1556527291.727748	0
1556527291.728748	0
1556527291.729990	2.604317
1556527291.730990	0
1556527291.731990	0
1556527291.732990	0
1556527291.733990	0
1556527291.734990	0
1556527291.735990	0
1556527291.737457	1.479485
1556527291.738565	139.596299
1556527291.739809	133.200460
1556527291.740842	171.099931
1556527291.741943	80.287633
1556527291.742943	0
1556527291.743943	0
1556527291.745487	24.936966
1556527291.746499	130.985159
1556527291.747499	0
1556527291.748680	20.260603
1556527291.749704	43.163484
1556527291.750704	0
1556527291.751704	0
1556527291.753463	2.938796
1556527291.754463	0
1556527291.755463	0
1556527291.756463	0
1556527291.757540	8.129123
1556527291.759474	28.560158
1556527291.760474	0
1556527291.761767	4.818135
1556527291.762767	0
1556527291.763863	15.810737
1556527291.765725	23.734665
1556527291.766725	0
1556527291.767725	0
1556527291.769618	28.376508
1556527291.770908	128.449455
1556527291.771908	0
1556527291.773660	12.043667
1556527291.774660	0
1556527291.775660	0
1556527291.776660	0
1556527291.778041	10.086748
1556527291.779735	13.041373
1556527291.780735	0
1556527291.781836	15.774852
1556527291.783256	155.594359
1556527291.784289	181.835642
1556527291.785339	136.746425
1556527291.787133	55.425837
1556527291.788133	0
1556527291.789254	5.208633
1556527291.790254	0
1556527291.791254	0
1556527291.792254	0
1556527291.793254	0
1556527291.794254	0
1556527291.795254	0
1556527291.796253	0
1556527291.797693	5.236298
1556527291.798749	188.315195
1556527291.800300	21.369408
1556527291.802138	18.029572
1556527291.803138	0
1556527291.804138	0
1556527291.805464	9.964731
1556527291.806802	8.256593
1556527291.807802	0
1556527291.808802	0
1556527291.809802	0
